ds_division,date,hazard_DROUGHT,hazard_FLOOD,hazard_HEAT,hazard_HEAVY_RAIN,hazard_LANDSLIDE,hazard_LIGHTNING,hazard_WIND
Abanganga Korale,2023.12.28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Abilipitiya,2025.03.27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Abilipitiya,2025.03.29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Addalachchenai,2024.11.26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Addalachchenei,2023.10.07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Agalawaththa,2023.07.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agalawaththa,2025.05.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agalawaththa,2025.05.20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agalawaththa,2025.06.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agalawaththa,2025.10.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agalawatta,2022.09.06,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Agalawatta,2025.05.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agalawattha,2023.09.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agalawattha,2024.05.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agalawattha,2024.06.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Agalawattha,2025.05.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agunakolapelassa,2022.08.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agunakolapelassa,2025.07.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agunakolapelessa,2024.05.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agunakolapelessa,2024.09.01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Agunakolapelessa,2024.11.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agunakolapelessa,2024.12.12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Agunakolapelessa,2025.04.06,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Agunakolapelessa,2025.07.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agunakolapelessa,2025.08.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agunakolapelessa,2025.11.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Agunukolapelassa,2023.12.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Agunukolapelassa,2024.05.22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akkaraipattu,2024.11.26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Akmeemana,2023.07.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Akmeemana,2023.10.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Akmeemana,2023.10.03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Akmeemana,2024.05.22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akmeemana,2025.05.30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akmeemana,2025.05.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akmeemana,2025.10.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akurana,2022.10.13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akurana,2022.11.07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akurana,2023.10.10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akurana,2023.10.11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akurana,2023.10.14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akurana,2023.10.16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akurana,2023.11.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Akurana,2023.11.12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akurana,2023.12.07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akurana,2024.11.19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Akuressa,2023.09.28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Akuressa,2023.10.05,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Akuressa,2024.05.18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Akuressa,2024.06.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Akuressa,2024.11.24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alauwa,2023.12.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alauwa,2023.12.07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alauwa,2024.07.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alauwwa,2023.05.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alauwwa,2024.05.20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alauwwa,2024.07.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alawuwa,2022.09.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alawuwa,2023.07.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alawuwa,2023.07.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alawuwa,2023.10.24,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alawuwa,2023.12.30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alawwa,2023.07.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alawwa,2023.10.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alawwa,2023.11.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alawwa,2023.11.27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alawwa,2023.12.18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alawwa,2024.01.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alawwa,2024.05.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alawwa,2024.05.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alayadivembu,2024.11.26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Alayadiwembu,2023.02.20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambagamuwa,2022.05.11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambagamuwa,2022.08.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambagamuwa,2022.10.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambagamuwa,2023.04.24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambagamuwa,2023.07.04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Ambagamuwa,2023.10.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambagamuwa,2025.05.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambagamuwa,2025.09.27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambagamuwa,2025.10.19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ambalangoda,2022.10.23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ambalangoda,2023.10.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambalangoda,2024.05.18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambalangoda,2024.06.01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ambalangoda,2025.03.03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ambalangoda,2025.05.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambalangoda,2025.05.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambalangoda,2025.10.21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambalanthota,2023.02.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambalanthota,2023.03.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambalanthota,2024.01.08,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambalanthota,2024.05.22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambalanthota,2024.10.23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ambalanthota,2024.12.12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambalanthota,2025.07.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambalanthota,2025.10.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambalantota,2022.10.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambalantota,2022.12.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambalantota,2023.11.22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambalantota,2025.04.06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ambalantota,2025.05.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambalantota,2025.08.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambangagakoralaya,2023.12.05,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambanpola,2023.10.11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambanpola,2023.11.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambanpola,2023.11.05,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambanpola,2024.05.22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ambgamuwa,2022.10.19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ambilipitiya,2025.11.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ampara,2024.01.04,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ampara,2024.11.26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ampara,2025.01.14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Anamaduwa,2022.05.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Anamaduwa,2023.05.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Anamaduwa,2023.09.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Anamaduwa,2023.11.06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anamaduwa,2023.11.08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Anamaduwa,2023.12.07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Anamaduwa,2023.12.27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Anamaduwa,2024.01.10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Angunakolapelessa,2023.11.01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Angunakolapelessa,2023.12.01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Angunakolapelessa,2024.01.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Angunakolapelessa,2024.11.29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Angunakolapelessa,2025.08.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Angunukolapelassa,2023.10.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Angunukolapelessa,2025.01.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Angunukolapelessa,2025.03.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Arachchikattuwa,2022.11.05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Arachchikattuwa,2023.05.08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Arachchikattuwa,2023.07.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Arachchikattuwa,2023.10.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Arachchikattuwa,2023.11.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Arachchikattuwa,2023.11.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Arachchikattuwa,2023.11.06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Arachchikattuwa,2023.12.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Arachchikattuwa,2023.12.19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Arachchikattuwa,2024.01.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Arachchikattuwa,2024.06.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Arachchikattuwa,2024.08.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Arachchikattuwa,2024.09.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Arachchikattuwa,2025.05.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Arachchikattuwa,2025.10.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayaka,2022.03.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayaka,2022.05.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Aranayaka,2022.06.06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Aranayaka,2022.08.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayaka,2022.09.05,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Aranayaka,2023.03.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayaka,2023.04.16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aranayaka,2023.09.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayaka,2023.10.08,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Aranayaka,2023.10.09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aranayaka,2023.10.14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aranayaka,2023.11.12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aranayaka,2023.11.13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aranayaka,2024.02.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayaka,2024.04.22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aranayaka,2024.07.11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Aranayaka,2024.10.21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aranayaka,2025.01.01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Aranayaka,2025.03.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Aranayaka,2025.04.06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aranayaka,2025.10.20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Aranayake,2023.04.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayake,2023.04.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayake,2023.07.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayake,2023.07.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayake,2023.11.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayake,2023.11.08,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Aranayake,2024.04.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aranayake,2025.03.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aththanagalla,2022.10.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aththanagalla,2022.10.15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Aththanagalla,2023.07.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aththanagalla,2023.11.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Aththanagalla,2023.11.07,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Aththanagalla,2023.11.23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Aththanagalla,2024.07.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aththanagalla,2024.10.07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aththanagalla,2025.10.22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Athuraliya,2024.05.18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Athuraliya,2024.06.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Athuraliya,2025.11.21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Attanagalla,2022.05.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Attanagalla,2023.11.06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Attanagalla,2024.05.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Attanagalla,2024.05.24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Attanagalla,2024.10.11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Attanagalla,2025.05.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2022.04.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2022.05.10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2022.05.13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ayagama,2022.09.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ayagama,2022.12.21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ayagama,2023.02.25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ayagama,2023.03.06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ayagama,2023.03.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ayagama,2023.04.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2023.04.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2023.06.01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ayagama,2023.07.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2023.08.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2023.08.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2023.09.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2023.11.04,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ayagama,2023.11.12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ayagama,2023.12.04,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ayagama,2024.01.06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ayagama,2024.01.07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ayagama,2024.02.04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ayagama,2024.04.29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ayagama,2024.05.15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ayagama,2024.06.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ayagama,2024.06.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2024.07.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2024.07.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2024.10.31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ayagama,2025.03.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ayagama,2025.06.15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ayagama,2025.10.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ayagama,2025.11.21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Badalkubura,2022.12.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Badalkubura,2024.08.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Badalkubura,2025.04.27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Badalkubura,2025.10.18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badalkumbura,2022.12.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Badalkumbura,2023.01.13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Badalkumbura,2024.05.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Badalkumbura,2024.07.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Baddegama,2023.02.03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Baddegama,2023.07.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Baddegama,2023.10.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Baddegama,2023.11.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Baddegama,2024.05.20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Baddegama,2024.06.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Baddegama,2024.10.20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Baddegama,2025.03.03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Baddegama,2025.03.48,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Baddegama,2025.05.06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Baddegama,2025.05.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Baddegama,2025.05.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Baddegama,2025.10.21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Baddegama,2025.11.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Badulla,2022.11.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2022.11.12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2023.03.23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2023.05.04,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2023.07.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Badulla,2023.10.10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2023.11.06,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2023.11.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2023.11.20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Badulla,2023.12.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2023.12.12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2024.01.02,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Badulla,2024.05.10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2024.05.18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2024.07.29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Badulla,2024.10.30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2024.11.04,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2024.11.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Badulla,2025.01.12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulla,2025.01.14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Badulle,2022.04.08,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Balangoda,2022.01.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Balangoda,2022.02.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Balangoda,2022.03.11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Balangoda,2022.04.09,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Balangoda,2022.04.12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Balangoda,2022.04.22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Balangoda,2022.05.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Balangoda,2022.07.27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Balangoda,2022.11.01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Balangoda,2022.11.16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Balangoda,2022.12.18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Balangoda,2023.01.23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Balangoda,2023.02.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Balangoda,2023.02.19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Balangoda,2023.02.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Balangoda,2023.03.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Balangoda,2023.03.23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
