ds_division,date,hazard_DROUGHT,hazard_FLOOD,hazard_HEAT,hazard_HEAVY_RAIN,hazard_LANDSLIDE,hazard_LIGHTNING,hazard_WIND
Ebilipitiya,2025.06.29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ehaliyagoda,2022.08.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ehaliyagoda,2023.01.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ehaliyagoda,2023.02.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ehaliyagoda,2023.03.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ehaliyagoda,2023.04.27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ehaliyagoda,2023.07.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ehaliyagoda,2023.10.25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ehaliyagoda,2024.02.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ehaliyagoda,2025.06.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eheliyagoda,2022.04.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eheliyagoda,2022.05.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eheliyagoda,2022.05.30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Eheliyagoda,2022.10.14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Eheliyagoda,2022.11.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eheliyagoda,2023.03.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eheliyagoda,2023.05.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eheliyagoda,2023.05.11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Eheliyagoda,2023.05.14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Eheliyagoda,2023.09.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eheliyagoda,2023.10.25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Eheliyagoda,2023.11.08,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Eheliyagoda,2023.11.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Eheliyagoda,2023.12.10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Eheliyagoda,2023.12.11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Eheliyagoda,2024.03.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eheliyagoda,2024.05.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eheliyagoda,2024.05.19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Eheliyagoda,2024.06.01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Eheliyagoda,2024.06.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Eheliyagoda,2024.06.27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Eheliyagoda,2025.10.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elahera,2024.05.10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapaatha,2022.08.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2022.02.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2022.02.22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2022.04.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2022.04.04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elapatha,2022.05.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2022.05.13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Elapatha,2022.08.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2022.10.15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Elapatha,2022.10.30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2022.12.21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elapatha,2023.02.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2023.02.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2023.03.04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Elapatha,2023.03.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2023.03.14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elapatha,2023.03.23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Elapatha,2023.04.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2023.04.09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elapatha,2023.04.16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.05.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2023.05.13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.05.17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.06.01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Elapatha,2023.06.12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Elapatha,2023.06.13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.06.25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.07.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.07.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2023.08.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.09.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2023.09.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2023.09.28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.10.31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elapatha,2023.11.06,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.11.07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.11.12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elapatha,2023.12.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2023.12.19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2024.01.06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elapatha,2024.02.01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Elapatha,2024.04.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2024.05.02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elapatha,2024.05.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2024.05.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2024.06.22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Elapatha,2024.06.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elapatha,2024.11.01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2024.12.16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2024.12.18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elapatha,2025.11.21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Elapitiya,2024.08.19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2022.10.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ella,2022.11.05,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2022.11.13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2023.10.07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2023.11.01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2023.11.05,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2023.11.23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2024.01.12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ella,2024.05.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ella,2024.05.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ella,2024.06.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ella,2024.07.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2024.08.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ella,2024.11.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ella,2024.11.24,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2024.12.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ella,2025.01.12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ella,2025.02.17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elpatha,2023.10.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elpitiya,2023.05.20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elpitiya,2023.09.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elpitiya,2023.10.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Elpitiya,2023.10.28,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Elpitiya,2024.04.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elpitiya,2024.06.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Elpitiya,2024.08.19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elpitiya,2024.11.02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elpitiya,2024.11.26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elpitiya,2025.02.26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elpitiya,2025.03.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elpitiya,2025.04.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elpitiya,2025.05.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elpitiya,2025.05.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elpitiya,2025.05.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elpitiya,2025.05.30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Elpitiya,2025.06.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Elpitiya,2025.10.21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Embilipitiya,2022.01.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Embilipitiya,2022.09.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Embilipitiya,2022.11.20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Embilipitiya,2023.10.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Embilipitiya,2023.11.16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Embilipitiya,2023.12.02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Embilipitiya,2023.12.17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Embilipitiya,2023.12.19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Embilipitiya,2023.12.22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Embilipitiya,2024.06.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Embilipitiya,2024.11.16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Embilipitiya,2025.03.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Emblipitiya,2022.02.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eravur Paththu,2024.11.26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Eravur Pattu,2022.01.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Eravur Pattu,2022.11.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eravur Pattu,2022.11.14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Eravur Pattu,2023.01.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eravur Pattu,2023.07.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Eravur Pattu,2023.12.28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Eravur Pattu,2023.12.29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Eravur Pattu,2024.01.09,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Eravur pattu,2022.12.25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Eravur pattu,2023.07.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Etnuypah,2023.07.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Etnuypah,2025.10.04,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gaga Ihala Koralaya,2024.06.02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gaga Ihalakoralaya,2023.12.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
GagaIhalaKoralaya,2023.12.25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
GagawataKoralaya,2023.12.31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gagawatakoralaya,2023.10.10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gagawatakoralaya,2023.11.01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gagawatakoralaya,2023.12.07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gajabapura,2023.09.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galenbidunuwewa,2022.08.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galenbidunuwewa,2023.11.05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galenbidunuwewa,2024.05.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galenbidunuwewa,2024.10.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galenbidunuwewa,2025.08.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galenbindunuwewa,2023.03.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galenbindunuwewa,2023.04.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galenbindunuwewa,2024.01.10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galenbindunuwewa,2024.10.11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galenbindunuwewa,2024.11.25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galenbindunuwewa,2024.12.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galenbindunuwewa,2025.01.10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Galenbindunuwewa,2025.05.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galewela,2022.01.04,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galewela,2023.04.22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galewela,2023.11.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galewela,2023.12.28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galewela,2023.12.29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galgamuwa,2023.05.10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galgamuwa,2023.10.14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galgamuwa,2023.12.16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galgamuwa,2023.12.29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galgamuwa,2024.01.11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Galgamuwa,2024.05.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galgamuwa,2025.01.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galigamuwa,2022.03.31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2022.04.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Galigamuwa,2022.09.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Galigamuwa,2023.03.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galigamuwa,2023.03.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galigamuwa,2023.04.03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2023.04.09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2023.04.26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2023.07.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galigamuwa,2023.10.18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2023.11.01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2023.11.05,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galigamuwa,2023.11.07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2023.11.08,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2023.11.12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Galigamuwa,2023.11.14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Galigamuwa,2024.03.18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Galigamuwa,2024.05.12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2024.05.20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2024.06.04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Galigamuwa,2024.08.11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2025.05.17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Galigamuwa,2025.10.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galigamuwa,2025.11.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galnewa,2023.03.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galnewa,2024.01.10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Galnewa,2024.05.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galnewa,2024.11.13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galnewa,2025.04.27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Galnewa,2025.05.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Galnewawa,2023.12.30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2022.05.13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gampaha,2022.10.14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2022.10.24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2023.07.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gampaha,2023.09.30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2023.10.10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2023.11.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2023.11.07,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2023.11.23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2024.05.17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gampaha,2024.05.20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gampaha,2024.05.21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2024.05.25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gampaha,2024.08.19,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Gampaha,2025.05.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ganewaththa,2023.10.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ganewaththa,2023.12.29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ganewatta,2023.11.03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ganewatta,2023.11.05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ganewatta,2023.11.09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ganewatta,2024.01.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ganewattha,2023.10.16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ganga Ihala Korale,2023.10.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ganga Ihala Korale,2023.10.23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Ganga Wata Koralaya,2022.11.06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ganga wata koralaya,2022.11.05,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Gangaihala Korale,2024.11.20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gangawata Korale,2022.12.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gangawata Korale,2023.10.14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gangawata Korale,2023.10.19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gangawata Korale,2023.11.05,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gangawata Korale,2023.11.06,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gangawata Korale,2024.05.20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gangawata Korale,2024.05.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gangawata korale,2024.05.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gangawatakorale,2022.10.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gangawatakorale,2024.05.16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Giribawa,2023.07.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Giribawa,2023.09.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Giribawa,2023.11.01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Giribawa,2023.11.05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Giribawa,2024.01.11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Giribawa,2024.05.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godagakawela,2023.12.14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Godakawala,2023.03.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2022.01.05,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Godakawela,2022.01.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2022.02.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2022.03.11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Godakawela,2022.03.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2022.04.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2022.05.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2022.05.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2022.05.30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Godakawela,2022.07.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2022.08.01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Godakawela,2022.10.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2022.11.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2023.01.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2023.02.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2023.03.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2023.03.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Godakawela,2023.04.02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Godakawela,2023.04.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2023.04.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2023.04.10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2023.04.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2023.05.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godakawela,2023.05.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
